ensembl_gene_id,gene_symbol,SRR19070041,SRR19070042,SRR19070043,SRR19070035,SRR19070036,SRR19070037
ENSMUSG00000022212,Cpne6,17.50696,33.256974,28.014896000000004,14.715451000000002,34.015144,41.892030000000005
ENSMUSG00000022214,Dcaf11,31.261911,33.530363,33.052661,35.774499999999996,23.249347999999998,38.53658
ENSMUSG00000022216,Psme1,21.685515000000002,20.781591,28.511707,16.756489000000002,10.063912,31.461196
ENSMUSG00000022217,Emc9,25.454509,28.29806,29.742101999999996,25.122192,36.125395000000005,27.958805999999996
ENSMUSG00000022218,Tgm1,0,0,0,0,0,0
ENSMUSG00000022219,Cideb,1.042624,1.057119,0.2019,0.689224,0,0.655574
ENSMUSG00000022220,Adcy4,0.676272,0.332666,0.656883,0.87517,0.419448,4.663762
ENSMUSG00000022221,Ripk3,2.665394,0,0,0.375308,0,0
ENSMUSG00000022223,Sdr39u1,139.39245799999998,157.51224200000001,146.514643,143.8166,150.14081099999999,160.37859699999998
ENSMUSG00000022225,Cma1,0,0,0,0,0,0
ENSMUSG00000022226,Mcpt2,0,0,0,0,0,0
ENSMUSG00000022227,Mcpt1,0,0,0,0,0,0
ENSMUSG00000022229,Atp12a,0,0,0,0,0,0
ENSMUSG00000022231,Sema5a,0.062357,0.100573,0.171822,0.167532,0.084484,0.194935
ENSMUSG00000022234,Cct5,11.971950999999999,17.349277,14.643405000000001,14.057886,18.769699999999997,11.438077
ENSMUSG00000022235,Cmbl,3.966912,3.760848,3.8310099999999996,2.37478,3.7067810000000003,3.5327789999999997
ENSMUSG00000022236,Ropn1l,1.697784,0.966946,1.813552,1.195089,1.286922,1.805369
ENSMUSG00000022237,Ankrd33b,0,0,0,0,0,0
ENSMUSG00000022240,Ctnnd2,28.697992,12.258473000000002,10.470851,28.868899,12.59345,21.665408
ENSMUSG00000022241,Tars1,49.101843,32.404298000000004,31.095961000000003,53.375693999999996,33.95067499999999,31.580416000000003
ENSMUSG00000022244,Amacr,5.669439,13.838848,9.460879,7.816174999999999,9.283452,12.186233999999999
ENSMUSG00000022245,Skor1,2.818663,2.698044,3.851335,3.940532,3.902047,3.928856
ENSMUSG00000022246,Rai14,0.231904,0.288113,0.324908,0.24702,0,0.06343
ENSMUSG00000022247,Brix1,0,0,0,0,0,0
ENSMUSG00000022248,Rad1,4.926037,0.6289,2.286254,7.519698,3.828307,1.729746
ENSMUSG00000022249,Ttc23l,0,0,0,0,0,0
ENSMUSG00000022253,Nadk2,50.171092,39.424536,41.853577,48.51822399999999,40.837488,44.442006000000006
ENSMUSG00000022255,Mtdh,96.454947,60.490206,63.607443,112.816076,69.541701,66.36883599999999
ENSMUSG00000022257,Laptm4b,174.38495,211.511614,204.94134,170.278733,210.07266800000002,212.52454799999998
ENSMUSG00000022262,Dnah5,0.806188,0.593615,0.515985,0.785252,0.425726,0.545145
ENSMUSG00000022263,Trio,145.40805400000002,143.75483899999998,149.59389900000002,133.94624400000004,153.76118400000001,164.230853
ENSMUSG00000022265,Ank,66.439161,48.019915,56.365637,69.789788,53.846206,57.007683
ENSMUSG00000022269,Marchf11,3.235439,4.884611,7.407565,6.19637,1.959224,3.138178
ENSMUSG00000022270,Retreg1,0,0.476213,0,1.631176,0,0
ENSMUSG00000022272,Myo10,9.472348,10.438859,12.098831,12.217861,13.748496,9.723745999999998
ENSMUSG00000022280,Rnf19a,0,0.395862,0,0,0,0
ENSMUSG00000022283,Pabpc1,75.548193,38.685491000000006,51.024894,61.460513,48.824904000000004,43.521669
ENSMUSG00000022285,Ywhaz,5.791437999999999,13.567976,13.503692,7.203645,10.083287,2.527885
ENSMUSG00000022286,Grhl2,0.103219,0.065041,0.035698,0.062421,0.126342,0
ENSMUSG00000022292,Rrm2b,2.019689,3.368859,3.587702,2.8750359999999997,4.052358999999999,2.151329
ENSMUSG00000022295,Atp6v1c1,7.968963,60.997274000000004,80.539373,14.460465,77.357601,80.928767
ENSMUSG00000022297,Fzd6,1.161133,0,0.542328,1.458823,0.963487,0.282014
ENSMUSG00000022299,Slc25a32,0.510592,0.84834,1.011614,0.998166,0,0
ENSMUSG00000022300,Dcaf13,6.6499299999999995,3.305921,3.317476,6.353039,2.551123,3.000636
ENSMUSG00000022303,Dcstamp,0,0,0,0,0,0
ENSMUSG00000022304,Dpys,0.162848,0.261101,0.058628,0.361909,0.707927,0.716988
ENSMUSG00000022305,Lrp12,0,0,0,0.448667,0,0.532949
ENSMUSG00000022306,Zfpm2,0.156371,0.038294,0.042864,0.073079,0.105792,0.232899
ENSMUSG00000022307,Oxr1,49.399593,37.903732,40.042407,51.24073,38.669391,47.842705
ENSMUSG00000022309,Angpt1,0,0.096088,0,0.088913,0,0
ENSMUSG00000022311,Csmd3,4.727925,3.405762,4.264543,6.659985000000001,5.085592999999999,5.289742
ENSMUSG00000022312,Eif3h,0.721288,0.40649,0,5.108081,0.43513,0
ENSMUSG00000022313,Utp23,0,0,0,0,0,0
ENSMUSG00000022314,Rad21,107.939899,66.67470300000001,67.526371,112.83680600000001,68.494443,70.569827
ENSMUSG00000022315,Slc30a8,0.05961,0.17313,0.189895,0.279049,0.384209,0
ENSMUSG00000022321,Cdh10,2.113594,0.576065,1.1814419999999999,2.1689819999999997,0.72308,0.031714
ENSMUSG00000022322,Shcbp1,0.963149,1.017719,0.897683,0.620497,0.432756,0.616663
ENSMUSG00000022323,Rida,2.859411,1.498139,0.760326,2.927003,0.757591,1.683632
ENSMUSG00000022324,Matn2,0.615856,0,0,0,0,0
ENSMUSG00000022325,Pop1,3.8247299999999997,4.090033,0,3.3301170000000004,2.244606,0
ENSMUSG00000022329,Stk3,20.417845,12.592452,13.833958,20.121719000000002,11.526608999999999,8.299548
ENSMUSG00000022330,Osr2,0.094505,0.183643,0,0,0,0
ENSMUSG00000022332,Khdrbs3,38.442576,24.685293,37.866451999999995,20.976883,6.863881,9.960474999999999
ENSMUSG00000022335,Zfat,0.035526,0.669104,0.24514,0.371652,0.345517,0.036548
ENSMUSG00000022336,Eif3e,1.310281,1.12777,0.066178,1.627661,0.852377,0.633498
ENSMUSG00000022337,Emc2,4.967983,1.591173,3.5029239999999997,4.431736,1.9581279999999999,2.248288
ENSMUSG00000022338,Eny2,62.24731200000001,64.2338,49.585429,64.620324,60.555953,78.937584
ENSMUSG00000022339,Ebag9,0,0,0,0,0,19.07461
ENSMUSG00000022340,Sybu,40.122222,44.011784000000006,46.093681000000004,44.649569,48.65008,46.880007
ENSMUSG00000022342,Kcnv1,0,0.105516,0.277756,0,0,0.356041
ENSMUSG00000022346,Myc,1.0488,0.404228,1.36217,0,0,0.690762
ENSMUSG00000022347,A1bg,0,0,0,0,0,0
ENSMUSG00000022351,Sqle,3.418831,3.359421,2.884083,4.449968,1.890081,3.123543
ENSMUSG00000022353,Mtss1,40.558993,59.40718900000001,52.705678000000006,50.98156799999999,62.010237,59.856829999999995
ENSMUSG00000022354,Ndufb9,0,1.360881,0.948037,1.220382,1.1592,1.91978
ENSMUSG00000022359,Ntaq1,14.256635,9.704263000000001,7.503395,8.452789000000001,9.137774,10.662446
ENSMUSG00000022360,Atad2,1.845642,3.367729,2.193447,1.3775750000000002,2.002882,2.677546
ENSMUSG00000022361,Zhx1,4.638919,1.8224270000000002,3.552866,0.210172,0.149305,0.489124
ENSMUSG00000022362,Gm29394,9.647483,9.717525,3.842148,15.322500999999999,6.0631330000000005,2.7198219999999997
ENSMUSG00000022364,Tbc1d31,14.238692,8.373159999999999,11.21741,14.165182999999999,10.258486000000001,9.270987
ENSMUSG00000022365,Derl1,0,0,0,0,0,0
ENSMUSG00000022366,Slc22a22,0.174451,0.112576,0.123483,0,0,0
ENSMUSG00000022369,Mtbp,8.336436,2.836186,6.508243,4.96389,4.073781,5.69588
ENSMUSG00000022370,Mrpl13,79.63073600000001,103.08296800000001,105.321786,71.06896499999999,93.29718799999999,88.52147799999999
ENSMUSG00000022371,Col14a1,0.166232,0.320551,0.245671,0.514491,0.631598,0.281594
ENSMUSG00000022372,Sla,0.117491,0,0.035717,0.046118,0,0.034975
ENSMUSG00000022375,Dnaaf11,3.35995,2.980653,2.794067,3.35508,3.391576,2.591256
ENSMUSG00000022376,Adcy8,9.598333,11.19378,11.247454,12.354614,11.526567,13.604724999999998
ENSMUSG00000022377,Asap1,42.428605000000005,34.48478,35.954653,58.467268,25.817918999999996,33.751417999999994
ENSMUSG00000022378,Cyrib,24.424428,25.858394999999998,18.750832,29.068971000000005,22.347819,22.487538999999998
ENSMUSG00000022382,Wnt7b,0,10.008025,13.908658,13.342869,0,12.02484
ENSMUSG00000022383,Ppara,0,1.560826,0,0,0,0
ENSMUSG00000022385,Gtse1,0,0,0,0,0,0
ENSMUSG00000022386,Trmu,17.627417,25.060444999999998,27.808155999999997,22.456718,21.374145,28.964454
ENSMUSG00000022387,Brd1,2.504041,3.425485,3.3678660000000002,4.699243,3.733511,1.589146
ENSMUSG00000022388,Ttll8,4.226986999999999,3.962235,2.182549,2.483514,1.813172,0.964867
ENSMUSG00000022389,Tef,131.723465,98.46170099999999,93.47937099999999,146.56824300000002,93.80632800000001,88.629054
ENSMUSG00000022390,Zc3h7b,4.035022,4.2450399999999995,4.237856,3.747125,4.660056,4.182709
ENSMUSG00000022391,Rangap1,5.589308999999999,8.075867,8.233749,5.172079,11.311259,9.560394
ENSMUSG00000022394,L3mbtl2,16.477759999999996,19.621966,23.375550999999998,16.755786000000004,19.838642,20.762901
ENSMUSG00000022400,Rbx1,14.216876,18.547967,18.088568000000002,10.245153,16.48357,14.976153
ENSMUSG00000022401,Xpnpep3,2.716066,1.510479,0.54311,2.87283,1.562124,1.78809
ENSMUSG00000022403,St13,121.619963,79.384972,85.969714,151.60668000000004,96.04276800000002,93.890067
ENSMUSG00000022404,Slc25a17,2.4048030000000002,1.787843,2.1654780000000002,5.920682,2.738407,1.739563
ENSMUSG00000022407,Adsl,24.65809,33.573659000000006,26.744446,18.255789,21.545964,27.930387
ENSMUSG00000022412,Mief1,6.02211,3.2930470000000005,2.836378,5.111486,4.036414,5.705822
ENSMUSG00000022414,Tab1,5.453169,9.051939,3.255036,5.133042,3.539764,6.050112
ENSMUSG00000022415,Syngr1,1.9428130000000001,1.834809,2.3418590000000004,2.834527,0,1.061366
ENSMUSG00000022416,Cacna1i,2.286142,3.4197629999999997,3.270267,3.824811,3.464622,3.428981
ENSMUSG00000022419,Deptor,0,0,0,0,0,0
ENSMUSG00000022420,Dnal4,0.262288,2.698906,2.564513,0.236347,1.738607,2.099526
ENSMUSG00000022421,Nptxr,29.713534,42.864891,44.033342000000005,35.358262,43.105514,43.406705
ENSMUSG00000022422,Dscc1,0.102362,0.032936,0.036154,0.063821,0.043861,0
ENSMUSG00000022425,Enpp2,189.45104,150.48064200000002,153.51290400000002,140.87684900000002,146.656522,150.751609
ENSMUSG00000022427,Tomm22,97.756415,107.50515100000001,102.25827699999999,72.196741,86.617302,96.773515
ENSMUSG00000022428,Cby1,0,0,0,2.079163,0,0.879875
ENSMUSG00000022429,Dmc1,1.210146,0,0,0.808512,0.383934,2.099745
ENSMUSG00000022431,Ribc2,0.43585,0.556598,0.991688,0.73411,0.648436,0.529464
ENSMUSG00000022432,Smc1b,0,0,0,0,0,0
ENSMUSG00000022433,Csnk1e,38.329368,19.591961,23.602878,31.320839,29.119684000000003,25.993287
ENSMUSG00000022434,Fam118a,2.336134,2.618266,7.521450000000001,1.933983,2.156499,1.328215
ENSMUSG00000022436,Sh3bp1,28.034144,31.375703,29.043864,21.018838,23.821337999999997,38.711629
ENSMUSG00000022437,Samm50,82.62852,58.958902,62.970338000000005,70.047692,68.468031,69.85135
ENSMUSG00000022438,Parvb,0.467603,0.474666,0.513173,0.878655,1.262527,0
ENSMUSG00000022439,Parvg,1.020095,0.880836,0.806825,2.464218,0,0
ENSMUSG00000022440,C1qtnf6,0.680469,2.881956,2.791774,1.522403,1.72485,2.184191
ENSMUSG00000022441,Efcab6,0.56265,0.529637,0.8561240000000001,0.66841,0.498336,0.652072
ENSMUSG00000022442,Ttll1,1.703318,1.246525,0.833821,0.425854,1.191891,2.514802
ENSMUSG00000022443,Myh9,1.169058,0.985699,3.089675,0.931978,2.7473690000000004,2.676359
ENSMUSG00000022445,Cyp2d26,0,0.747727,0,0,0.278479,0
ENSMUSG00000022449,Adamts20,3.695328,1.545909,0.853646,1.720662,1.069484,1.417779
ENSMUSG00000022450,Ndufa6,242.04551800000002,408.43949299999997,393.610136,225.84542,389.07540400000005,405.385458
ENSMUSG00000022451,Twf1,16.400572,2.42204,0.549187,20.796067,1.367067,0
ENSMUSG00000022452,Smdt1,168.333588,71.16390100000001,75.003785,170.28653500000001,57.117153,56.709101999999994
ENSMUSG00000022453,Naga,25.974106,21.997535,23.809532,16.185211,12.602554999999999,22.529109000000002
ENSMUSG00000022454,Nell2,3.172436,1.095485,2.921612,2.133151,1.14129,2.211281
ENSMUSG00000022456,Septin3,206.39272899999997,140.191036,142.039867,231.352332,142.058967,143.645788
ENSMUSG00000022462,Slc38a2,13.603422,7.900826,7.687305,16.392922,6.46329,6.746244
ENSMUSG00000022463,Srebf2,71.04585900000001,106.427748,108.87083,71.862489,110.82455900000001,110.50904200000001
ENSMUSG00000022464,Slc38a4,0,0,0,0,0,0
ENSMUSG00000022466,Rpap3,2.980825,1.616378,0.8358410000000001,2.662084,1.023288,2.103649
ENSMUSG00000022468,Endou,1.574484,0.874185,0.80991899999999994,2.012591,1.474372,1.00246
ENSMUSG00000022469,Rapgef3,22.734263000000002,19.127973000000004,20.830192,23.527934,21.947319,19.489027000000004
ENSMUSG00000022471,Xrcc6,20.353354,5.35944,9.968999,11.178703,7.739959,11.983251000000001
ENSMUSG00000022472,Desi1,64.81759,20.348677,18.221241,56.187315999999996,29.662889999999997,25.286335
ENSMUSG00000022474,Pmm1,22.059912999999998,9.983089000000001,13.158609,6.686128999999999,13.199330999999999,13.535858
ENSMUSG00000022475,Hdac7,13.580091999999997,23.844988,24.522155,13.322212,26.872548000000002,26.2845
ENSMUSG00000022476,Polr3h,8.816813,10.178009000000001,10.464732999999999,10.435068999999999,4.675669,9.276297
ENSMUSG00000022477,Aco2,72.324255,70.446822,72.80437,38.513217,60.968756,36.427106
ENSMUSG00000022479,Vdr,0,0,0,0,0.550915,0
ENSMUSG00000022483,Col2a1,0.20721499999999998,1.015926,0.096321,0.028344,0.038948,0.491564
ENSMUSG00000022485,Hoxc5,6.349897,3.544781,4.219444,4.517498,3.47824,3.242421
ENSMUSG00000022487,Gtsf1,0,0.214403,0.234001,0,0.570514,0
ENSMUSG00000022488,Nckap1l,2.888775,0.462346,1.280872,0.556808,0.526517,0.958059
ENSMUSG00000022489,Pde1b,15.629876,18.724027,17.274131,21.662494000000002,23.552526,22.884009
ENSMUSG00000022490,Ppp1r1a,9.831922,16.462973,15.845772,14.772349,10.397492,10.277596
ENSMUSG00000022491,Glycam1,0.063203,0,0,0,0,0
ENSMUSG00000022494,Shisa9,29.376072,21.700111,21.338365000000003,27.549843,22.373569999999997,19.099218
ENSMUSG00000022496,Tnfrsf17,0.175137,0.686472,0.375122,0,0.68511,0.187081
ENSMUSG00000022498,Txndc11,10.520634,4.352953,4.466511,5.417439,2.693751,5.798978
ENSMUSG00000022500,Litaf,27.684127,41.761770000000006,57.806478,27.899656,46.493916,50.520386
ENSMUSG00000022501,Prm1,0,0,0,0,0,0
ENSMUSG00000022503,Nubp1,1.320801,2.995123,4.05158,1.610444,4.74536,3.5135629999999995
ENSMUSG00000022504,Ciita,0,0,0.031147,0,0,0.036404
ENSMUSG00000022505,Emp2,0.539896,0.15978,0.153947,0.274291,0.186115,0.173775
ENSMUSG00000022507,Hapstr1,33.349495,30.559218,27.219959,41.251771,30.008431,22.564218
ENSMUSG00000022508,Bcl6,18.861196,15.601977,14.471179,19.951009,16.824249,18.557952
ENSMUSG00000022510,Trp63,2.855556,0,0.730674,2.144242,1.800368,2.048537
ENSMUSG00000022512,Cldn1,0,0,0.044559,0.116501,0,0
ENSMUSG00000022514,Il1rap,5.746238,3.9159759999999997,4.1151990000000005,3.849932,3.968484,4.171665
ENSMUSG00000022515,Anks3,34.469255,45.42278700000001,48.669042,38.839420000000004,42.78542,39.995067999999996
ENSMUSG00000022516,Nudt16l1,21.918595,40.478862,35.791187,19.638894,41.356393,34.34688
ENSMUSG00000022517,Mgrn1,24.470679,25.848850999999996,32.434426,28.941076,30.511511000000002,34.831233999999995
ENSMUSG00000022518,4930562C15Rik,1.045065,1.057615,0.208033,0.3758,0.126393,0.206575
ENSMUSG00000022519,Srl,5.61229,3.154696,0.850015,3.690672,2.724741,5.360142
ENSMUSG00000022521,Crebbp,16.502754,9.483445000000001,11.824686,19.471057000000002,11.070611,10.752537
ENSMUSG00000022523,Fgf12,130.643176,61.759353,64.286287,151.793224,68.70862100000001,61.906746
ENSMUSG00000022525,Plaat1,0,2.221843,0,0.928306,0,0
ENSMUSG00000022526,Zfp251,10.212065,4.669639,2.234609,12.615138,3.287405,2.77602
ENSMUSG00000022528,Hes1,2.073442,0.660355,1.198144,1.658408,1.187641,1.665637
ENSMUSG00000022529,Zfp263,5.735346,3.367141,1.859171,5.34534,3.1580139999999997,3.2996980000000002
ENSMUSG00000022533,Atp13a3,4.570453,3.8677300000000003,3.802741,0.818584,9.108569000000001,3.210556
ENSMUSG00000022534,Mefv,0,0.035062,0,0.048867,0,0
ENSMUSG00000022536,Glyr1,5.181622,4.360704999999999,5.544608,6.896516999999999,3.713794,3.820139
ENSMUSG00000022537,Tmem44,44.433267,41.272321999999996,35.868522,37.828642,45.073631000000006,41.78177
ENSMUSG00000022538,Lsg1,26.557579,17.268216,13.076226,33.660415,20.352049,18.598292999999998
ENSMUSG00000022540,Rogdi,49.788718,68.04244700000001,72.71705299999999,52.000752000000006,66.126015,73.76225600000001
ENSMUSG00000022542,Septin12,0,0,0,0,0,0
ENSMUSG00000022544,Eef2kmt,1.741072,2.019876,2.490154,1.688133,3.4747120000000002,0.8661
ENSMUSG00000022545,Ercc4,13.602844000000001,9.035119000000002,8.093324,10.932995,10.37659,11.816995
ENSMUSG00000022546,Gpt,9.683887,7.429993,10.143395,10.613081,11.393556,10.997457999999998
ENSMUSG00000022548,Apod,914.578751,622.5774550000001,628.767911,1893.0330689999998,590.6739130000001,636.707573
ENSMUSG00000022550,Adck5,5.742572,15.942122,10.03494,3.5192189999999997,10.468726,16.392154
ENSMUSG00000022551,Cyc1,143.496109,159.650983,180.807886,174.079413,174.262913,196.957136
ENSMUSG00000022552,Sharpin,33.80397,51.72821300000001,80.496691,38.666453,85.42951800000002,64.462913
ENSMUSG00000022553,Maf1,8.145015,10.544636,13.231658,9.029944,13.247036,16.746722000000002
ENSMUSG00000022554,Hgh1,0.288361,1.358366,2.294154,1.250297,2.551401,1.725288
ENSMUSG00000022555,Dgat1,30.115352000000005,53.09133599999999,38.774298,24.750464999999995,34.754826,41.817598
ENSMUSG00000022556,Hsf1,14.973490000000002,23.337217,26.845694,12.216943,27.339936999999995,26.302715
ENSMUSG00000022557,Bop1,5.028906,3.3168309999999996,4.507634,0.693858,2.5978850000000002,1.686864
ENSMUSG00000022558,Mroh1,43.95476,62.673068,52.583434,22.430412000000004,59.628827,27.154356000000003
ENSMUSG00000022559,Fbxl6,14.854428,10.146153,9.954723999999999,5.374779,10.162303999999999,16.411844
ENSMUSG00000022560,Slc52a2,3.706767,6.736224,6.405924,3.723966,6.408461,5.989462
ENSMUSG00000022561,Gpaa1,19.673587,38.167586,42.989579000000006,18.581742,46.16746100000001,31.30024
ENSMUSG00000022562,Oplah,8.514745,7.843328,7.293546999999999,6.076781,11.484492000000001,9.938989000000001
ENSMUSG00000022564,Grina,23.040676,39.779558,36.7611,17.824820000000003,58.990439,41.759811
ENSMUSG00000022565,Plec,23.438208000000003,40.27697,48.004364,20.844724,47.288366,46.59940600000001
ENSMUSG00000022568,Scrib,13.134632,32.605516,25.50952,20.998055,32.292537,31.505815
ENSMUSG00000022570,Gfus,16.211549,27.67,24.064303,14.45816,24.368524999999995,18.341007
ENSMUSG00000022574,Naprt,4.898345,9.66614,11.142457,5.796192,11.788005,8.803933
ENSMUSG00000022575,Gsdmd,0,7.337048,4.584472,2.184151,3.635882,8.665735999999999
ENSMUSG00000022577,Ly6h,10.330099,23.226692999999997,20.569621,9.414367,21.021285000000002,24.170436000000002
ENSMUSG00000022579,Gpihbp1,0,0,0,0,0,0
ENSMUSG00000022580,Rhpn1,3.100891,7.397195999999999,8.276009,2.4923189999999997,4.37303,7.866116
ENSMUSG00000022582,Ly6g,0,0,0.883824,0,0,0
ENSMUSG00000022583,Ly6f,0,0,0,0,0,0
ENSMUSG00000022584,Ly6c2,1.316487,1.260347,1.665322,0.997235,1.783937,1.559402
ENSMUSG00000022586,Ly6i,0.222888,0,0.356351,0,0,0.236088
ENSMUSG00000022587,Ly6e,56.368291,59.138629,60.330685,46.699574000000005,70.37919199999999,67.923108
ENSMUSG00000022594,Lynx1,1.075737,3.256354,2.2182899999999997,1.611345,3.281742,3.146002
ENSMUSG00000022595,Lypd2,0,0,0,0,0,0
ENSMUSG00000022601,Zbtb11,5.504976,2.443277,2.5491349999999997,6.183326,3.245543,3.292928
ENSMUSG00000022602,Arc,7.003973,6.241036,9.503935,4.044717,7.724805,6.235939
ENSMUSG00000022603,Mroh4,0,0.176437,0,0,0,0
ENSMUSG00000022604,Cep97,0.280477,0,0,0.214687,0.380689,0
ENSMUSG00000022607,Ptk2,31.885610000000007,21.664585,26.767293999999996,28.535689999999995,32.222459,34.69774099999999
ENSMUSG00000022610,Mapk12,36.348461,41.395424,32.559478,41.564600999999996,22.980886999999996,40.673700000000004
ENSMUSG00000022613,Miox,0,0,0,0,0,0
ENSMUSG00000022614,Lmf2,10.814895,23.31125,19.393396,12.673879,24.402539,19.646953000000003
ENSMUSG00000022617,Chkb,42.551125,62.655201,59.025573,49.353764999999996,60.20971399999999,65.30642800000001
ENSMUSG00000022619,Mapk8ip2,21.438325,11.338822,18.116119,18.941011,23.250932,22.424845
ENSMUSG00000022620,Arsa,19.530122,23.712653,25.090676,16.05847,20.236197,22.347790000000003
ENSMUSG00000022621,Rabl2,33.817123,30.728251,29.574254999999997,31.455335000000005,38.326227,27.945329
ENSMUSG00000022622,Acr,0.61977,1.538579,1.637211,1.57191,1.404041,0.669148
ENSMUSG00000022623,Shank3,32.512032,33.487173,23.340801,33.54543,34.705911,29.176613000000003
ENSMUSG00000022629,Kif21a,38.213789999999996,46.322951,40.26589,27.889904,46.080352,54.771817
ENSMUSG00000022634,Yaf2,22.23037,36.180934,35.919168,26.417585,29.344357,35.61918
ENSMUSG00000022635,Zcrb1,160.713873,149.711121,120.92636,181.84787799999998,134.34849499999999,115.89680899999999
ENSMUSG00000022636,Alcam,92.592439,45.93867699999999,51.683778,95.573988,52.685421,53.455698000000005
ENSMUSG00000022637,Cblb,0,0.028089,0.030732,0.027151,0,0.090994
ENSMUSG00000022641,Bbx,0,0.543411,0,0.121986,0.040341,0.038175
ENSMUSG00000022650,Retnlb,0,0,0,0,0,0
ENSMUSG00000022652,Morc1,0.027537,0.106284,0,0,0.035386,0
ENSMUSG00000022656,Nectin3,0.410421,0.158837,1.20655,0.679175,1.157653,0.921515
ENSMUSG00000022657,Cd96,0.531497,0.051421,0.169235,0,0.273882,0
ENSMUSG00000022661,Cd200,22.617677999999998,20.388948,21.016636,12.612936000000001,15.887343000000001,13.967882
ENSMUSG00000022663,Atg3,6.388247,1.743719,0.767536,3.634658,0.884721,0.982448
ENSMUSG00000022664,Slc35a5,0.198749,13.225446999999999,22.555436,6.791012,14.665929000000002,9.97796
ENSMUSG00000022665,Ccdc80,0,0,0,0,0,0.763576
ENSMUSG00000022667,Cd200r1,0.317123,0,0.101905,0.103413,0,0.062922
ENSMUSG00000022668,Gtpbp8,34.503487,20.142293000000002,21.375303,31.530124999999998,20.382794,22.134974999999997
ENSMUSG00000022671,Mzt2,0.399736,2.931696,2.524585,0.707816,1.899523,4.985205
ENSMUSG00000022672,Prkdc,11.119213,4.305986,4.241302,8.327973,4.204284,4.146474
ENSMUSG00000022673,Mcm4,0,0.293939,0,0,0,0
ENSMUSG00000022674,Ube2v2,77.47376299999999,57.434895,50.763008,77.77929599999999,27.722041,36.303585
ENSMUSG00000022677,Cep20,35.171894,40.329122,34.42725900000001,26.311706,42.039486,34.49442199999999
ENSMUSG00000022678,Nde1,22.51766,7.24772,3.716821,14.468449,6.978744,7.769175000000001
ENSMUSG00000022679,Mpv17l,5.928866,3.257576,0.9927569999999999,7.224538,1.272888,3.867256
ENSMUSG00000022680,Pdxdc1,125.19521000000002,41.176103000000005,58.409875,103.45537,45.147071,48.181805999999995
ENSMUSG00000022681,Ntan1,77.96482800000001,77.44578399999999,78.29053499999999,80.153375,73.72569399999999,88.314336
ENSMUSG00000022682,Rrn3,0,0.141744,0.151284,0.264237,0.192981,0.313285
ENSMUSG00000022683,Pla2g10,0,0,0,0,0,0
ENSMUSG00000022684,Bfar,5.427869,5.888059,4.501124,7.360358000000001,7.158075999999999,8.322565
ENSMUSG00000022685,Parn,2.884881,0.9026329999999999,2.233634,4.491493,1.455568,1.3388769999999999
ENSMUSG00000022686,B3gnt5,0,0,0,0,0,0
ENSMUSG00000022696,Sidt1,4.14463,5.197776,5.667929,5.17573,6.350341,5.754404
ENSMUSG00000022701,Ccdc191,14.277465999999999,6.406881,7.291416,9.863526,9.076488999999999,6.56082
ENSMUSG00000022702,Hira,58.354668,65.09288,63.119355,57.826277000000005,57.204556,56.307044000000005
ENSMUSG00000022704,Qtrt2,25.739395000000002,18.918461999999998,20.345644999999998,12.704666999999999,9.637293,18.356395
ENSMUSG00000022705,Drd3,0.084491,0.164014,0.269639,0.554142,0.09026,0.147391
ENSMUSG00000022706,Mrpl40,0,1.152633,0.787012,0.441523,0.314887,0.260233
ENSMUSG00000022707,Gbe1,0.34663,0,0,0.109755,0.063047,0.477376
ENSMUSG00000022708,Zbtb20,0.6679200000000001,1.087577,1.079718,3.909552,0,0
ENSMUSG00000022710,Usp7,95.175787,55.482434999999995,54.792525,86.089705,47.756084,47.472973999999994
ENSMUSG00000022711,Pmm2,35.71106,25.691257999999998,23.846812999999997,42.931293,16.874864000000002,26.2489
ENSMUSG00000022718,Dgcr8,12.133097,19.856599000000003,20.003201999999998,10.944078999999999,23.730642,22.663986
ENSMUSG00000022721,Trmt2a,29.184728,48.693543,47.61435,35.294920000000005,45.752898,28.478523000000003
ENSMUSG00000022722,Arl6,0.284974,0,0,0,0.549591,0.356164
ENSMUSG00000022723,Crybg3,8.354055,9.775667,2.7807209999999998,7.664453,5.808765,6.031051
ENSMUSG00000022724,Riox2,0.919408,3.26127,1.92741,2.403556,1.819868,2.34542
ENSMUSG00000022738,Gsc2,0,0,0,0,0,0
ENSMUSG00000022742,Cpox,36.788173,32.239518,47.429174,29.111786,42.93244,34.972064
ENSMUSG00000022744,Cldnd1,55.446445,55.613592000000004,48.832104,53.65641599999999,51.772828,53.757091
ENSMUSG00000022747,St3gal6,11.973132,6.054492,5.112351,7.534145,6.339745,5.3701490000000005
ENSMUSG00000022748,Cmss1,0,0.263806,0,0,0,0
ENSMUSG00000022749,Tbc1d23,48.735547,26.434095,20.402621,48.222072999999995,28.286637000000002,19.590995
ENSMUSG00000022750,Klhl22,5.777114,21.458889000000003,26.137077,4.671402,27.050511,25.964584000000006
ENSMUSG00000022751,Nit2,4.344793,6.561355,6.331482,5.062182,7.561211,1.675221
ENSMUSG00000022752,Tomm70a,0.77262,0.461806,0.25308,0.450796,0.204917,0.139126
ENSMUSG00000022753,Tmem30c,0.288443,0.37763599999999997,0.879777,0.647965,0.146351,0.328906
ENSMUSG00000022754,Tmem45a,0.78028,1.051551,1.061936,1.790519,0,0
